id,highlight,beneficiarystate,schemeshorttitle,level,schemefor,nodalministryname,schemecategory,schemename,schemeclosedate,priority,slug,briefdescription,tags,upload_date
wMar25gB0AGc0F0iwTj3,{},['Gujarat'],NMOEPPM,State,Individual,,"['Agriculture,Rural & Environment']",National Mission on Edible Oil–Oil Palm: Planting Materials,,1.0,nmoeppm,"The scheme component ""Planting Materials"" launched under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase oil palm production in the state and reduce dependency on imports through financial assistance to farmers for procuring planting materials.","['Edible Oil', 'Oil Palm', 'Planting Materials', 'Imported Plant', 'Seedlings', 'Subsidy']",2025-11-26T22:18:29.576638
kRdVu5gB5uF80_MGJJSn,{},['Gujarat'],ATMFCVC,State,Individual,,"['Agriculture,Rural & Environment']",Assistance in Trellise Mandap for Cultivation of Vegetable Crops,,1.0,atmfcvc,"The scheme ""Assistance in Trellise Mandap for Cultivation of Vegetable Crops"" aims to promote structured vegetable farming through the provision of financial assistance for constructing kachha/semi-pucca/pucca trellis mandaps to all farmers across the state.","['Agriculture', 'Vegetable Farming', 'Trellis Mandap', 'Farming Infrastructure']",2025-11-26T22:18:29.576638
wsat25gB0AGc0F0idDjf,{},['Gujarat'],NMOEN,State,Individual,,"['Agriculture,Rural & Environment']",National Mission on Edible Oil- Oil Palm: Nursery,,1.0,nmoen,"The scheme component ""Nursery"" launched under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase the production of oil palm in the state and reduce dependence on imports through providing subsidy assistance for setting up nurseries for farmers.

","['Edible Oil', 'Nursery', 'Farmer', 'Subsidy']",2025-11-26T22:18:29.576638
lRdX1ZgB5uF80_MG05QW,{},['Gujarat'],IHDPTAF,State,Individual,,"['Agriculture,Rural & Environment']",Integrated Horticulture Development Program for Tribal Area Farmers (TASP) HRT-3,,1.0,ihdptaf,"The scheme ""Integrated Horticulture Development Program for Tribal Area Farmers (TASP) HRT-3"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to enhance the horticulture sector through financial assistance and subsidies to tribal area farmers across the state.","['Horticulture', 'Tribal Farmers', 'Farm Mechanization', 'Post Harvest Management', 'Subsidy']",2025-11-26T22:18:29.576638
rhcO9ZgB5uF80_MGcZQU,{},['Gujarat'],PMMSYC2GUJ,State,Individual,,"['Agriculture,Rural & Environment']",PMMSY: Construction of  Plant/Storage of Minimum 20 Tonne Capacity - Gujarat,,1.0,pmmsyc2guj,"The scheme aims to provide financial support for the construction of 20-tonne capacity ice plant/storage units, ensuring hygienic fish storage and improving the income of beneficiaries.","['Construction Of Plant', 'Storage', 'Fish', 'Fishermen', 'Fish Sellers', '20 Tonne']",2025-11-26T22:18:29.576638
rxcS9ZgB5uF80_MGm5Rd,{},['Gujarat'],PMMSYCP3GUJ,State,Individual,,"['Agriculture,Rural & Environment']",PMMSY: Construction of  Plant/Storage of Minimum 30 Tonne Capacity - Gujarat ,,1.0,pmmsycp3guj,"The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for constructing 30-tonne capacity plants or storage units.","['Construction Of Plant', 'Storage', 'Fishermen', 'Fish Sellers']",2025-11-26T22:18:29.576638
0KHf9JgBXu-iUKXqmnmR,{},['Gujarat'],DSMPHSFCCLOMUK,State,Individual,,"['Agriculture,Rural & Environment']",Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Castor cake/Neem cake/ Liquid Fermented Organic Manure / Green manure seed (For mix in the soil) Gujarat,,1.0,dsmphsfcclomuk,"The scheme aims to help tribal farmers improve their livelihood by increasing agricultural crop production. Through this scheme, subsidies are provided on high-yield and hybrid seeds, fertilizers, and other agricultural inputs to Scheduled Tribe farmers.","['Adivasi Farmers', 'Crop Production', 'Livelihood', 'Castor Cake', 'Fertilizer', 'Subsidies']",2025-11-26T22:18:29.576638
txdt_pgB5uF80_MGl5TD,{},['Gujarat'],DSPVSFWCPLGUJ,State,Individual,,"['Agriculture,Rural & Environment']",Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Water Carrying Pipe Line (TASP & OTASP) Gujarat,,1.0,dspvsfwcplguj,"The scheme aims to improve the agricultural productivity of Scheduled Tribe farmers through subsidized seeds, fertilizers, and equipment. It provides direct support to tribal farmers for enhancing crop production and livelihood.","['Adivasi Farmers', 'Crop Production', 'Livelihood', 'Fertilizer', 'Subsidies', 'Water Carrying Pipeline']",2025-11-26T22:18:29.576638
16Ft_pgBXu-iUKXqY3k0,{},['Gujarat'],DSMPVHVSTGUJ,State,Individual,,"['Agriculture,Rural & Environment']",Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Tarpaulin Gujarat,,1.0,dsmpvhvstguj,"The scheme aims to enhance crop production and livelihood. It provides subsidies on seeds, fertilizers, tarpaulins, and other agricultural inputs to Scheduled Tribe farmers.","['Adivasi Farmers', 'Crop Production', 'Livelihood', 'Seeds', 'Fertilizer', 'Subsidies', 'Tarpaulin']",2025-11-26T22:18:29.576638
-catLpkB0AGc0F0ihzjj,{},['Gujarat'],PMMSYFVGUJ,State,Individual,,"['Agriculture,Rural & Environment']",PMMSY: Three wheeler with Ice Box including e-rickshaws for fish vending - Gujarat ,,1.0,pmmsyfvguj,"The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for a three-wheeler with an Ice Box, including e-rickshaws for fish vending.","['Construction Of Plant', 'Storage', 'Fishermen', 'Fish Sellers']",2025-11-26T22:18:29.576638
-sauLpkB0AGc0F0iozjh,{},['Gujarat'],PMMSYICEBOXGUJ,State,Individual,,"['Agriculture,Rural & Environment']",PMMSY: Motorcycle with Ice Box - Gujarat,,1.0,pmmsyiceboxguj,"The scheme aims to provide financial assistance for the purchase of motorcycles with ice boxes. Through this scheme, eligible beneficiaries receive subsidies to enhance their livelihood opportunities.","['Construction Of Plant', 'Storage', 'Fishermen', 'Fish Sellers']",2025-11-26T22:18:29.576638
PKFYmpkBXu-iUKXqB3pL,{},['Gujarat'],PMMSYSADSVTGUJ,State,Individual,,"['Agriculture,Rural & Environment']",PMMSY: Support for Acquisition of Deep Sea Fishing Vessels for Traditional Fishermen - Gujarat ,,1.0,pmmsysadsvtguj,"The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for the support for acquisition of deep-sea fishing vessels for traditional fishermen.","['Construction Of Plant', 'Storage', 'Traditional Fishermen', 'Fish Sellers', 'Support For Acquisition Of Deep Sea Fishing Vessels']",2025-11-26T22:18:29.576638
ZMaY4ZkB0AGc0F0iMzmi,{},['Goa'],COPY OF DMF-ACIVCU,State,Individual,,"['Agriculture,Rural & Environment']",Development of Manures & Fertilizers: Assistance for Construction/Installation of Vermi-Compost Units,,1.0,copy-of-dmf-acivcu,"The ""Vermi-compost Units"" component of the scheme aims to convert available on-field and farm waste material into chemical-free farm resources as farm input for organic farming through vermicomposting processes. The payment of the sanctioned subsidy is through Electronic Clearance System (ECS).","['Agriculture', 'Farmer', 'Crop', 'Soil', 'Plant']",2025-11-26T22:18:29.576638
UqGk45kBXu-iUKXqXnqI,{},['Madhya Pradesh'],CDCWRFV,State,Individual,,"['Agriculture,Rural & Environment']",Compensation for Crop Damage Caused by Wildlife (in Revenue and Forest Villages),,1.0,rccdcwrfv,"The scheme aims to provide timely financial assistance to farmers for crop damage caused by wildlife, assessed and compensated within 30 working days as per revenue book circular guidelines.","['Farmer', 'Financial Relief', 'Wild Animal', 'Crops']",2025-11-26T22:18:29.576638
asZp8pkB0AGc0F0iyDnq,{},['Goa'],MSKS,State,Individual,,"['Agriculture,Rural & Environment']",Mukhyamantri Sudharit Kamdhenu Scheme,,1.0,msks,"The scheme aims to help the farmers to get financial assistance for the purchase of cross bred cows, improved she buffaloes and cows of indigenous breeds namely Sahiwal, Gir, Red Sindhi, Rathi and Tharparkar for their Dairy Unit, to promote self employment in the Dairy Sector.","['Farmer', 'Youth', 'Dairy', 'Subsidy', 'Cattle']",2025-11-26T22:18:29.576638
bMZ7B5oB0AGc0F0iPTlp,{},['Madhya Pradesh'],RFCP,State,Individual,,"['Agriculture,Rural & Environment']",Registration for Crop Procurement,,1.0,rfcp,The scheme aims to ensure fair crop prices for farmers by facilitating government procurement and provides easy online registration for landholding farmers to sell their crops at minimum support price. ,"['Farmer', 'Financial Assistance', 'Crop', 'Procurement', 'Grain']",2025-11-26T22:18:29.576638
QxcNCpoB5uF80_MGmpWE,{},['Gujarat'],IDDSG,State,Individual,,"['Agriculture,Rural & Environment']",Integrated Dairy Development Scheme Gujarat,,1.0,iddsg,"Under this scheme, tribal women beneficiaries are provided with milch cattle, dairy equipment, and financial assistance of up to ₹90,000 per unit.","['Financial Assistance', 'Women', 'Animal Husbandry', 'Subsidy']",2025-11-26T22:18:29.576638
cKFcJJoBXu-iUKXqc3qw,{},['Uttarakhand'],TPEDB,State,Individual,,"['Skills & Employment', 'Agriculture,Rural & Environment']",Training Programme for Entrepreneurship Development in Biotechnology,,1.0,tpedb,"The scheme aims to train youth in biotechnology and develop entrepreneurial skills by providing technical knowledge, mentorship, and guidance to help them initiate biotech startups.","['Training Program', 'Entrepreneurship Development', 'Biotechnology', 'Student', 'Researcher']",2025-11-26T22:18:29.576638
s8awTpoB0AGc0F0iajmh,{},['Uttarakhand'],MPUK,State,Individual,,"['Agriculture,Rural & Environment', 'Business & Entrepreneurship']",Machhali Palan,,1.0,fishfarminguk,"The scheme aims to provide financial support to fishermen for repairing, reconstructing, and replacing damaged boats and nets due to disasters. ","['Fish Farming', 'Fishermen', 'Boat', 'Net', 'Fish Seed Farm']",2025-11-26T22:18:29.576638
aBezF5gB5uF80_MGi49q,{},['Gujarat'],KM,State,Individual,,"['Agriculture,Rural & Environment', 'Education & Learning']",Krushi Mahotsav,,1.0,km,The Krishi Mahotsav Yojana is an agricultural development scheme launched by the Government of Gujarat in the year 2010. The scheme aims to boost agricultural productivity and increase the income of farmers in the state. ,"['Education', 'Agriculture', 'Famers', 'Training', 'Scientific Farming', 'Farm Mechanization']",2025-11-26T22:18:29.576638
-Be2F5gB5uF80_MGHY85,{},['Arunachal Pradesh'],CNKGS,State,Individual,,"['Agriculture,Rural & Environment']",Cluster Nutritional Kitchen Garden Scheme,,1.0,cnkgs,The Cluster Nutritional Kitchen Garden Scheme (CNKGS) is an initiative launched by the government of Arunachal Pradesh to promote self-sufficiency and improve nutritional needs by encouraging the establishment of kitchen gardens.,"['Malnutrition', 'Vegetable Cultivation', 'Livestock Rearing']",2025-11-26T22:18:29.576638
5qG1F5gBXu-iUKXqJHSa,{},['Arunachal Pradesh'],APDS,State,Individual,,"['Agriculture,Rural & Environment']",Arun Pig Development Scheme,,1.0,apds,"The scheme “Arun Pig Development Scheme” was launched by the Department of Animal Husbandry, Veterinary & Dairy Development, Government of Arunachal Pradesh in the financial year 2019-20 with a focus on pig rearing.","['Pig Farming', 'Farmer', 'Self Help Group (SHG)', 'Subsidy', 'Entrepreneur']",2025-11-26T22:18:29.576638
rxe1F5gB5uF80_MGI4_O,{},['Gujarat'],SSEGU10STW,State,Individual,,"['Agriculture,Rural & Environment', 'Business & Entrepreneurship', 'Women and Child']",Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Tribe Women,,1.0,ssegu10stw,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Tribe Women” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.","['Scheduled Tribe', 'Woman', 'Subsidy', 'Milk Production', 'Goat']",2025-11-26T22:18:29.576638
Csa1F5gB0AGc0F0iJDQ3,{},['Chhattisgarh'],MVP,State,Individual,,"['Agriculture,Rural & Environment']",Mukhyamantri Vriksharopan Protsahan Yojana,,1.0,mvp,Chhattisgarh Mukhyamantri Vriksharopan Protsahan Yojana has been started by the Government of Chhattisgarh with the aim of conserving the environment and doubling the income of the farmers by promoting tree plantation in the state.,"['Agriculture', 'Plantation', 'Commercial Plantation']",2025-11-26T22:18:29.576638
C8a1F5gB0AGc0F0iJDQ9,{},['Telangana'],LICF,State,Individual,,"['Agriculture,Rural & Environment', 'Banking,Financial Services and Insurance']",₹ 5 Lakh Insurance Cover To Farmers,,1.0,farmer-insurance,"Launched on 15 August 2018, the scheme ""₹5 Lakh Insurance Cover for Farmers"" is an Insurance Scheme by the Department of Agriculture, Government of Telangana. This scheme provides ₹5 lakh insurance coverage to all farmers aged between 18 and 60 years.","['LIC', 'Insurance Coverage', 'Financial', 'Security']",2025-11-26T22:18:29.576638
Hca1F5gB0AGc0F0iJjRC,{},['Gujarat'],SSPFTWS,State,Individual,,"['Agriculture,Rural & Environment', 'Skills & Employment']",Stipend Scheme For Poultry Farming Training For Weaker Section,,1.0,sspftws,"The scheme “Stipend Scheme for Poultry Farming Training for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers by scientific poultry farming training.","['Poultry Farming', 'Training', 'Weaker Section', 'Stipend', 'Cash Assistance']",2025-11-26T22:18:29.576638
8qG1F5gBXu-iUKXqJnQw,{},['Arunachal Pradesh'],Anky,State,Individual,,"['Agriculture,Rural & Environment']",Atma Nirbhar Krishi Yojana,,1.0,anky,Atma Nirbhar Krishi Yojana (ANKY) is a scheme launched by the Arunachal Pradesh government to boost the agriculture sector. It provides financial assistance to farmers for various agricultural activities,"['Sustainability', 'Empowerment', 'Farmers']",2025-11-26T22:18:29.576638
O6G2F5gBXu-iUKXqHnXh,{},['Madhya Pradesh'],NAIP,State,Individual,,"['Agriculture,Rural & Environment']",Nationwide Artificial Insemination Programme,2022-05-31,1.0,naip,"The Nationwide Artificial Insemination Programme (NAIP), is a flagship program of the Department of Animal Husbandry and Dairying. The objective of the programme is to increase the productivity of livestock by improving the genetic potential through artificial insemination. ","['Livestock', 'Animal', 'Veterinary', 'Artificial Insemination', 'Breeding']",2025-11-26T22:18:29.576638
FMa1F5gB0AGc0F0iJTTA,{},['Bihar'],BRFSY,State,Individual,,"['Agriculture,Rural & Environment']",Bihar Rajya Fasal Sahayata Yojna,,1.0,brfsy,"The scheme strives to back the farmers with financial incentives in the event of a crop loss due to natural calamities.
","['Financial Assistance', 'Natural Disaster', 'Farmer Welfare', 'Crop Assistance']",2025-11-26T22:18:29.576638
4qG1F5gBXu-iUKXqJHQd,{},['Gujarat'],SSIEMAFSC,State,Individual,,"['Agriculture,Rural & Environment']",Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm For Scheduled Caste,,1.0,ssiemafsc,"The scheme “Scheme for Subsidy on Interest for Establishment of 1 to 20 Milch Animal Farm for Scheduled Caste” was started by the Dept. of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat. ","['Cattle Farming', 'Subsidy', 'Scheduled Caste', 'Loan', 'Animal Husbandry']",2025-11-26T22:18:29.576638
sxe1F5gB5uF80_MGJI_g,{},['Gujarat'],SSE40RBUDP,State,Individual,,"['Agriculture,Rural & Environment', 'Business & Entrepreneurship']",Subsidy Scheme On Establishment Of 40 R.I.R. Birds Unit For Divyang People,,1.0,sse40rbudp,"The scheme “Subsidy Scheme on Establishment of 40 R.I.R. Birds Unit for Divyang People” was launched by the Dept. of Agriculture, Farmers Welfare & Co-operation, Govt. of Gujarat to provide employment, nutritious diet and to raise the income of Divyang People of the society of Gujarat State.","['Poultry Farming', 'Divyang', 'Subsidy', 'Rhode Island Red (RIR)', 'Employment']",2025-11-26T22:18:29.576638
-6G6F5gBXu-iUKXqRHUX,{},['Puducherry'],RRCGCDB,State,Individual,,"['Agriculture,Rural & Environment']","Replanting & Rejuvenation of Coconut Garden"" by the Coconut Development Board",,1.0,rrcgcdb,"Through the scheme “Replanting & Rejuvenation of Coconut Garden (R&R)"" by the Coconut Development Board, the coconut farmers are provided financial assistance through DBT (Direct Benefit Transfer) mode for the cutting & removal, replanting, and for integrated management practices.","['Plant', 'Garden', 'Coconut', 'Seed', 'Financial Assistance', 'Farmer']",2025-11-26T22:18:29.576638
uKG5F5gBXu-iUKXqSXX_,{},['Puducherry'],BEISPGCCPTS,State,Individual,,"['Agriculture,Rural & Environment']","""Back Ended Investment Subsidy to Paddy Growers"" component of the ""Crop Production Technology"" scheme",,1.0,beispgccpts,"""Back Ended Investment Subsidy to Paddy Growers"" component of the ""Crop Production Technology"" scheme was introduced by the Dept of Agriculture and Farmer's Welfare, UT of Puducherry. The paddy farmers residing in the Yanam region are provided a back-ended investment subsidy at ₹4,000/- per hectare.","['Paddy', 'Subsidy', 'Financial Assistance', 'Farmer', 'Agriculture']",2025-11-26T22:18:29.576638
16G5F5gBXu-iUKXqX3UZ,{},['Meghalaya'],ITEAMS,State,Individual,,"['Agriculture,Rural & Environment']",Integrated Technology Enabled Agriculture Management System Or iTEAMS,,1.0,iteams,"The scheme was launched by the Department of Agriculture & Farmers’ Welfare, Govt. of Meghalaya to address critical issues of enabling & facilitating access to remunerative & sustainable markets for farmers produce in most transparent & effective manner through facilitation service iTEAM Dial 1917.","['ITEAMS', 'Integrated Technology', 'Agriculture Management System', 'Farmer', 'Telephone Advice']",2025-11-26T22:18:29.576638
hRe5F5gB5uF80_MGSpAn,{},['Meghalaya'],IPM,State,Individual,,"['Agriculture,Rural & Environment']",Plant Protection including Integrated Pest Management Scheme,,1.0,ipm,The objective of the scheme is to mobilize and support farmers to use bio-pesticides and bio- agents for plant health management through distribution of bio-pesticides and other IPM tools and through sale of Sprayers and Plant Protection Equipment to encourage organic crop production.,"['Plant Protection', 'Pest Management', 'Agriculture', 'Farmer', 'Bio-pesticide', 'IPM', 'Organic Crop']",2025-11-26T22:18:29.576638
gBe5F5gB5uF80_MGSZCN,{},['Puducherry'],IFPISBTCDB,State,Individual,,"['Agriculture,Rural & Environment']","""Integrated Farming for Productivity Improvement Scheme"" by the Coconut Development Board",,1.0,ifpisbtcdb,"Through the “Integrated Farming for Productivity Improvement Scheme"" by the Coconut Development Board, the coconut farmers are provided financial assistance through DBT (Direct Benefit Transfer) mode for the Laying of the Demonstration Plot, and for the Construction of the Organic Manure Unit.","['Manure', 'Construction', 'Farmer', 'Subsidy', 'DBT']",2025-11-26T22:18:29.576638
exe5F5gB5uF80_MGSJDo,{},['Meghalaya'],IATC,State,Individual,,"['Agriculture,Rural & Environment']",Integrated Agriculture Training Centre Scheme,,1.0,iatc,The objective of the scheme is to provide training for enhancing the skills of farmers besides imparting updated agricultural technologies to departmental functionaries. ,"['Integrated Agriculture', 'Training Centre', 'Farmer', 'Skill', 'Training']",2025-11-26T22:18:29.576638
nRe5F5gB5uF80_MGUZBu,{},['Meghalaya'],BCLPTLS,State,Individual,,"['Agriculture,Rural & Environment']",Bio Control Laboratory and Pesticides Testing Laboratory Scheme,,1.0,bclptls,"The objective is the production of Bio Control Agents such as Trichoderma, Trichogramma, etc., and further distribution to farmers as awareness and demonstration for organic Plant Health Management in order to promote organic crop production.","['Laboratory', 'Pesticides', 'Testing', 'Trichoderma', 'Trichogramma', 'Farmer']",2025-11-26T22:18:29.576638
CsYxGJgB0AGc0F0i6jir,{},['Meghalaya'],WCDCLS,State,Individual,,"['Agriculture,Rural & Environment']",Winter Cropping & Development of Cultivable Land Scheme,,1.0,wcdcls,"The objectives of the scheme are to bring more areas under cultivation during the normally lean winter season under different crops other than paddy and increase production and productivity of various crops like cereals, pulses, oilseeds, and vegetables during the Rabi season.","['Agriculture', 'Farmer', 'Cultivation', 'Training', 'Technology Support', 'Subsidy On Inputs', 'Free Distribution Of Inputs']",2025-11-26T22:18:29.576638
_hfXF5gB5uF80_MG0ZK8,{},['Rajasthan'],CKLPR,State,Individual,,"['Agriculture,Rural & Environment', 'Education & Learning']",Chhatraon Ke Liye Protsahan Rashi,,1.0,cklpr,"In the ""Chhatraon Ke Liye Protsahan Rashi"" scheme to encourages girl students to study agriculture subject and provides financial assistance to economically disadvantaged students who may face challenges in accessing education due to financial constraints.","['Education', 'Girl', 'Child Development', 'Financial']",2025-11-26T22:18:29.576638
CaExGJgBXu-iUKXq7Xkd,{},['Rajasthan'],GH,State,Individual,,"['Agriculture,Rural & Environment']",Green House,,1.0,gh,"Under the Green House Scheme Farmers can get the benefit of subsidy on green house and earn more income by cultivating horticultural crops like vegetables, flowers, fruits etc. by controlling the ago-climatic factors, temperature, humidity and sunlight.","['Farmer', 'Horticultural', 'Crops']",2025-11-26T22:18:29.576638
DMYxGJgB0AGc0F0i7ThK,{},['Rajasthan'],DR,State,Individual,,"['Agriculture,Rural & Environment']",Diggy,,1.0,dr,"Rajasthan Government has started the Diggy Scheme for the welfare of farmers, under which farmers will be provided grants for making dig for irrigation of crops. This scheme is to help farmers improve their farming by using more water resources and encourage them to grow good crops.","['Farming', 'Farmer', 'Development']",2025-11-26T22:18:29.576638
DaExGJgBXu-iUKXq7nkF,{},['Rajasthan'],MSS,State,Individual,,"['Agriculture,Rural & Environment']",Mini Sprinkler Sanyantr,,1.0,mss,The Mini Sprinkler Sanyantr scheme provided a subsidy to the farmers can irrigate more land by getting sprinkler subsidy. The subsidy given by the state government to the farmers will be sent directly to their bank account through DBT.,"['Farmer', 'Mini Sprinkler Sanyantr', 'Farming', 'Agriculture']",2025-11-26T22:18:29.576638
9ca5F5gB0AGc0F0iwDQk,{},['Gujarat'],APDCCSSCSP(SCC),State,Individual,,"['Agriculture,Rural & Environment']",Assistance for Power Driven Chaff Cutter Scheme under Scheduled Castes Sub Plan (SC Category),,1.0,apdccsscspscc,"The scheme provides financial assistance to dairy farmers belonging to Scheduled Caste category on purchase of electric powered chaff cutters. By using power driven chaff cutter, dairy farmers can reduce wastage of green &dry fodder which is economically important for their profitable dairy farming.","['Chaff Cutter', 'Scheduled Caste', 'Farmer', 'Dairy Farming', 'Subsidy']",2025-11-26T22:18:29.576638
5RfXF5gB5uF80_MGOJJI,{},['Rajasthan'],NFBKS,State,Individual,,"['Agriculture,Rural & Environment']",Naye Fal Bagicho Ki Sthapana,,1.0,nfbks,"Under the ""Naye Fal Bagecho Ki Sthapana"" subsidies to Increase farmers' income by facilitating the cultivation of high-value fruit crops that have a potentially higher market demand and profitability compared to traditional crops.","['Farmer', 'Garden', 'Fruits', 'Agriculture']",2025-11-26T22:18:29.576638
CMbXF5gB0AGc0F0izzcQ,{},['Rajasthan'],KKY,State,Individual,,"['Agriculture,Rural & Environment']",Kisan Kaleva Yojana,,1.0,kky,"Under the Kisan Kaleva Scheme run by the Rajasthan Government, food is provided at concessional rates through coupons to the farmers and their assistants who come to sell crops in the vegetable market premises.","['Food', 'Farmer', 'Agriculture']",2025-11-26T22:18:29.576638
ucb2F5gB0AGc0F0izDdV,{},['Rajasthan'],KLPBS,State,Individual,,"['Agriculture,Rural & Environment']",Kam Lagat Pyaaj Bhandaran Sanrachna,,1.0,klpbs,Under the Kam Lagat Pyaaj Bhandaran Sanrachna yojana Construction of warehouses should be done at a high level to prevent moisture and dampness which occur due to direct contact of onions with soil.,"['Farmer', 'Agriculture', 'Farming', 'Vegetables']",2025-11-26T22:18:29.576638
wRe5F5gB5uF80_MGxZA0,{},['Rajasthan'],MJPMSKY,State,Individual,,"['Agriculture,Rural & Environment']",Mahatma Jyotiba Phule Mandi shramik kalyaan yojana ,,1.0,mjpmsky,"The Agriculture Department of Rajasthan runs the Mahatma Jyotiba Phule Mandi Shramik Kalyan Yojana, a program that offers a range of assistance programs to improve the well-being of mandi laborers.","['Farmer', 'Agriculture', 'Financial Support']",2025-11-26T22:18:29.576638
AMbXF5gB0AGc0F0iyDce,{},['Rajasthan'],FPKTNK,State,Individual,,"['Agriculture,Rural & Environment']",Farm Pond (Khet Talai) Nirman Karyakram,,1.0,fpktnk,Under the Farm Pond (Khet Talaee) Nirmaan Kaaryakram scheme provied to help the farmers of Rajasthan to collect rain water and use it for irrigation purposes so that the farmers can get sufficient water for irrigation in their fields.,"['Water Shortage', 'Farmer', 'Financial Assistance', 'Development']",2025-11-26T22:18:29.576638
ksa8F5gB0AGc0F0iVjVq,{},['Haryana'],SPEOSELUMMAPUY,State,Individual,,"['Agriculture,Rural & Environment']",Scheme for Providing Employment Opportunities to Scheduled Castes by Establishing Livestock Units under Mukhya Mantri Antyodaya Parivaar Utthan Yojana,,1.0,speoselummapuy,"Under the scheme, an unemployed resident of Haryana belonging to the Scheduled Caste category can avail a subsidy for purchasing livestock. This subsidy will be provided after the establishment of the livestock units and can be availed as a loan by the beneficiary. ","['Financial Assistance', 'Animal Husbandry', 'Dairying', 'Employment', 'Scheduled Caste', 'Subsidy', 'Livestock', 'Milch Animals']",2025-11-26T22:18:29.576638
g8a8F5gB0AGc0F0iUDUj,{},['Haryana'],SPEOSCELU,State,Individual,,"['Agriculture,Rural & Environment']",Scheme for Providing Employment Opportunities to Scheduled Castes by Establishing Livestock Units,,1.0,speoscelu,"This is a credit-linked scheme with a primary objective of providing self-employment opportunities to Schedule castes, the unemployed persons will be assisted by way of establishing Dairy units, Piggery units, and Sheep/Goat units.","['Financial Assistance', 'Employment', 'Scheduled Caste', 'Livestock Unit', 'Subsidy', 'Self-employment', 'Unemployed', 'Milch Animals', 'Piggery Unit', 'Sheep Unit', 'Goat Unit']",2025-11-26T22:18:29.576638
gMa8F5gB0AGc0F0iTzXS,{},['Haryana'],SCDICMD,State,Individual,,"['Agriculture,Rural & Environment']",Scheme for Conservation and Development of Indigenous Cattle and Murrah Development,,1.0,scdicmd,"The scheme is implemented by the Department of Animal Husbandry & Dairying, Government of Haryana with the objective of encouraging the farmers for conservation and development of the indigenous breeds of cows and buffaloes. ","['Indigenous Cattle', 'Murrah', 'Animal Husbandry', 'Dairying', 'Cows', 'Buffaloes', 'Cash Incentive']",2025-11-26T22:18:29.576638
Z6G8F5gBXu-iUKXqU3Yg,{},['Haryana'],SEBPU,State,Individual,,"['Agriculture,Rural & Environment']",Scheme for Establishment of Backyard Poultry Units,,1.0,sebpu,"The objective of the scheme is to improve the socio-economic and nutritional status of the poor families, small farmers and landless agricultural labourers and other economically weaker section of the society.","['Backyard Poultry', 'Chicks', 'Hatchery', 'Feeders', 'Water Drinkers']",2025-11-26T22:18:29.576638
fsa8F5gB0AGc0F0iTzWQ,{},['Haryana'],SEHTMDU,State,Individual,,"['Agriculture,Rural & Environment']",Scheme for Establishment of Hi-Tech and Mini Dairy Units,,1.0,sehtmdu,"Under this scheme, unemployed persons will be assisted by way of providing financial assistance in form of subsidy for establishing dairy units of 4, 10, 20 & 50 milch animals like buffaloes, indigenous cows (Hariana, Sahiwal, Belahi, Red Sindhi, Tharparkar and Gir breeds only) and crossbred cows.","['Mini Dairy Unit', 'Hi-Tech', 'Animal Husbandry', 'Self-employment', 'Unemployed', 'Milch Animal', 'Interest Subvention', 'Subsidy', 'Financial Assistance']",2025-11-26T22:18:29.576638
gsbnF5gB0AGc0F0iWDfo,{},['Jharkhand'],JRFRY,State,Individual,,"['Agriculture,Rural & Environment']",Jharkhand Rajya Fasal Rahat Yojana,,1.0,jrfry,"The scheme was launched by the Department of Agriculture, Animal Husbandry & Cooperative, Government of Jharkhand. This scheme is mainly to provide financial assistance to the farmers in the event of crop damage due to any natural calamity and natural accidents.","['Crop Loss', 'Farmer', 'Agriculture', 'Natural Calamity']",2025-11-26T22:18:29.576638
